plant_id,timestamp,forecast_mw,p10,p25,p50,p75,p90,scenario_worst,scenario_base,scenario_best,sigma_total
PLANT_031,2025-04-25 13:00:00,53.098,47.648,49.73,52.346,54.792,56.994,47.648,52.346,56.994,8.738
PLANT_031,2025-04-25 14:00:00,53.098,47.488,49.733,52.273,54.711,56.933,47.488,52.273,56.933,8.738
PLANT_031,2025-04-25 15:00:00,53.098,47.427,49.616,52.199,54.567,56.683,47.427,52.199,56.683,8.738
PLANT_031,2025-04-25 16:00:00,53.098,47.444,49.659,51.972,54.507,56.653,47.444,51.972,56.653,8.738
PLANT_031,2025-04-25 17:00:00,53.098,47.501,49.73,52.007,54.745,56.759,47.501,52.007,56.759,8.738
PLANT_031,2025-04-25 18:00:00,53.098,47.443,49.511,52.168,54.716,56.938,47.443,52.168,56.938,8.738
PLANT_031,2025-04-25 19:00:00,53.097,47.257,49.461,52.041,54.731,56.822,47.257,52.041,56.822,8.738
PLANT_031,2025-04-25 20:00:00,53.097,47.366,49.637,52.139,54.47,56.896,47.366,52.139,56.896,8.738
PLANT_031,2025-04-25 21:00:00,53.097,47.526,49.674,52.145,54.592,56.724,47.526,52.145,56.724,8.738
PLANT_031,2025-04-25 22:00:00,53.097,47.391,49.445,52.018,54.815,56.997,47.391,52.018,56.997,8.738
PLANT_031,2025-04-25 23:00:00,53.097,47.007,49.466,52.12,54.809,57.11,47.007,52.12,57.11,8.738
PLANT_031,2025-04-26 00:00:00,53.097,47.4,49.674,52.345,54.65,56.974,47.4,52.345,56.974,8.738
PLANT_031,2025-04-26 01:00:00,53.097,47.465,49.82,52.218,54.617,57.162,47.465,52.218,57.162,8.738
PLANT_031,2025-04-26 02:00:00,53.097,47.638,49.867,52.163,54.577,56.857,47.638,52.163,56.857,8.738
PLANT_031,2025-04-26 03:00:00,53.097,47.589,49.702,52.451,54.98,57.132,47.589,52.451,57.132,8.738
PLANT_031,2025-04-26 04:00:00,53.097,47.198,49.565,52.247,54.899,57.232,47.198,52.247,57.232,8.738
PLANT_031,2025-04-26 05:00:00,53.097,47.249,49.697,52.181,54.665,56.815,47.249,52.181,56.815,8.738
PLANT_031,2025-04-26 06:00:00,53.097,47.477,49.976,52.318,54.775,56.767,47.477,52.318,56.767,8.738
PLANT_031,2025-04-26 07:00:00,53.098,47.481,49.86,52.453,54.931,57.18,47.481,52.453,57.18,8.738
PLANT_031,2025-04-26 08:00:00,53.098,47.787,49.889,52.339,54.726,57.081,47.787,52.339,57.081,8.738
PLANT_031,2025-04-26 09:00:00,53.098,47.963,49.989,52.309,54.505,56.946,47.963,52.309,56.946,8.738
PLANT_031,2025-04-26 10:00:00,53.098,47.592,49.936,52.394,54.69,57.25,47.592,52.394,57.25,8.738
PLANT_031,2025-04-26 11:00:00,53.098,47.533,49.934,52.211,54.659,57.022,47.533,52.211,57.022,8.738
PLANT_031,2025-04-26 12:00:00,53.098,47.445,49.93,52.454,55.03,56.866,47.445,52.454,56.866,8.738
PLANT_031,2025-04-26 13:00:00,53.097,47.692,49.829,52.279,54.708,56.95,47.692,52.279,56.95,8.738
PLANT_031,2025-04-26 14:00:00,53.097,47.245,49.776,52.117,54.883,56.863,47.245,52.117,56.863,8.738
PLANT_031,2025-04-26 15:00:00,53.098,47.654,49.939,52.34,55.065,57.357,47.654,52.34,57.357,8.738
PLANT_031,2025-04-26 16:00:00,53.098,47.458,49.709,52.189,54.898,57.381,47.458,52.189,57.381,8.738
PLANT_031,2025-04-26 17:00:00,53.098,47.524,50.014,52.402,54.659,56.912,47.524,52.402,56.912,8.738
PLANT_031,2025-04-26 18:00:00,53.098,47.6,49.89,52.324,54.767,56.85,47.6,52.324,56.85,8.738
PLANT_031,2025-04-26 19:00:00,53.098,47.803,49.833,52.321,54.633,57.113,47.803,52.321,57.113,8.738
PLANT_031,2025-04-26 20:00:00,53.098,47.977,49.866,52.2,54.819,57.13,47.977,52.2,57.13,8.738
PLANT_031,2025-04-26 21:00:00,53.099,47.924,50.169,52.482,54.84,56.849,47.924,52.482,56.849,8.738
PLANT_031,2025-04-26 22:00:00,53.099,47.851,49.864,52.329,54.891,57.169,47.851,52.329,57.169,8.738
PLANT_031,2025-04-26 23:00:00,53.099,47.823,50.006,52.59,54.874,57.158,47.823,52.59,57.158,8.738
PLANT_031,2025-04-27 00:00:00,53.099,47.693,50.056,52.451,54.893,57.139,47.693,52.451,57.139,8.738
PLANT_036,2025-04-24 01:00:00,39.044,31.308,34.527,38.554,42.345,45.851,31.308,38.554,45.851,5.883
PLANT_036,2025-04-24 02:00:00,38.658,32.704,35.08,38.185,40.905,43.848,32.704,38.185,43.848,5.866
PLANT_036,2025-04-24 03:00:00,38.42,33.32,35.411,37.89,40.283,42.55,33.32,37.89,42.55,5.856
PLANT_036,2025-04-24 04:00:00,38.741,34.401,36.127,38.094,40.275,42.286,34.401,38.094,42.286,5.87
PLANT_036,2025-04-24 05:00:00,38.46,34.359,36.034,37.972,39.881,41.404,34.359,37.972,41.404,5.858
PLANT_036,2025-04-24 06:00:00,38.582,34.628,36.185,38.101,39.895,41.304,34.628,38.101,41.304,5.863
PLANT_036,2025-04-24 07:00:00,38.334,34.385,36.097,37.889,39.625,41.035,34.385,37.889,41.035,5.853
PLANT_036,2025-04-24 08:00:00,38.353,34.677,36.172,37.814,39.514,41.089,34.677,37.814,41.089,5.854
PLANT_036,2025-04-24 09:00:00,38.422,34.694,36.168,37.772,39.711,41.215,34.694,37.772,41.215,5.856
PLANT_036,2025-04-24 10:00:00,37.901,34.252,35.791,37.451,39.164,40.588,34.252,37.451,40.588,5.835
PLANT_036,2025-04-24 11:00:00,37.597,33.806,35.433,36.988,38.873,40.268,33.806,36.988,40.268,5.822
PLANT_036,2025-04-24 12:00:00,37.131,33.391,34.704,36.47,38.169,39.657,33.391,36.47,39.657,5.803
PLANT_036,2025-04-24 13:00:00,37.715,33.981,35.409,37.202,38.933,40.287,33.981,37.202,40.287,5.827
PLANT_036,2025-04-24 14:00:00,38.267,34.495,36.038,37.694,39.376,40.846,34.495,37.694,40.846,5.85
PLANT_036,2025-04-24 15:00:00,38.673,35.066,36.523,38.124,39.754,41.314,35.066,38.124,41.314,5.867
PLANT_036,2025-04-24 16:00:00,38.914,35.425,36.663,38.422,40.009,41.616,35.425,38.422,41.616,5.877
PLANT_036,2025-04-24 17:00:00,38.481,34.761,36.361,37.958,39.653,41.18,34.761,37.958,41.18,5.859
PLANT_036,2025-04-24 18:00:00,39.396,35.428,37.324,39.018,40.603,41.952,35.428,39.018,41.952,5.898
PLANT_036,2025-04-24 19:00:00,40.829,37.163,38.611,40.229,41.848,43.485,37.163,40.229,43.485,5.96
PLANT_036,2025-04-24 20:00:00,39.903,36.062,37.714,39.541,40.982,42.478,36.062,39.541,42.478,5.92
PLANT_036,2025-04-24 21:00:00,38.646,34.792,36.452,38.2,39.751,41.184,34.792,38.2,41.184,5.866
PLANT_036,2025-04-24 22:00:00,35.54,31.846,33.355,35.027,36.472,38.06,31.846,35.027,38.06,5.739
PLANT_036,2025-04-24 23:00:00,36.646,32.87,34.403,36.026,37.587,39.193,32.87,36.026,39.193,5.783
PLANT_036,2025-04-25 00:00:00,41.531,37.699,39.104,40.723,42.587,44.014,37.699,40.723,44.014,5.991
PLANT_036,2025-04-25 01:00:00,41.531,37.724,39.113,40.693,42.533,43.898,37.724,40.693,43.898,5.991
PLANT_036,2025-04-25 02:00:00,41.531,37.636,39.044,40.904,42.467,44.171,37.636,40.904,44.171,5.991
PLANT_036,2025-04-25 03:00:00,41.531,37.535,39.03,40.861,42.595,44.323,37.535,40.861,44.323,5.991
PLANT_036,2025-04-25 04:00:00,41.532,37.85,39.257,40.912,42.514,43.987,37.85,40.912,43.987,5.991
PLANT_036,2025-04-25 05:00:00,41.531,37.929,39.109,40.884,42.632,44.294,37.929,40.884,44.294,5.991
PLANT_036,2025-04-25 06:00:00,41.531,37.804,39.306,40.942,42.68,44.214,37.804,40.942,44.214,5.991
PLANT_036,2025-04-25 07:00:00,41.531,37.933,39.322,41.011,42.517,43.977,37.933,41.011,43.977,5.991
PLANT_036,2025-04-25 08:00:00,41.531,37.587,39.195,40.892,42.551,44.278,37.587,40.892,44.278,5.991
PLANT_036,2025-04-25 09:00:00,41.531,37.875,39.312,40.983,42.727,44.314,37.875,40.983,44.314,5.991
PLANT_036,2025-04-25 10:00:00,41.532,37.902,39.145,40.802,42.424,43.975,37.902,40.802,43.975,5.991
PLANT_036,2025-04-25 11:00:00,41.532,37.591,39.136,40.852,42.464,44.145,37.591,40.852,44.145,5.991
PLANT_036,2025-04-25 12:00:00,41.532,37.542,39.148,40.923,42.637,44.214,37.542,40.923,44.214,5.991
PLANT_036,2025-04-25 13:00:00,41.532,37.718,39.146,40.94,42.617,44.126,37.718,40.94,44.126,5.991
PLANT_036,2025-04-25 14:00:00,41.532,37.609,39.148,40.89,42.561,44.084,37.609,40.89,44.084,5.991
PLANT_036,2025-04-25 15:00:00,41.532,37.567,39.068,40.839,42.462,43.913,37.567,40.839,43.913,5.991
PLANT_036,2025-04-25 16:00:00,41.532,37.578,39.097,40.683,42.421,43.893,37.578,40.683,43.893,5.991
PLANT_036,2025-04-25 17:00:00,41.532,37.618,39.146,40.707,42.584,43.965,37.618,40.707,43.965,5.991
PLANT_036,2025-04-25 18:00:00,41.532,37.578,38.996,40.817,42.565,44.088,37.578,40.817,44.088,5.991
PLANT_036,2025-04-25 19:00:00,41.532,37.451,38.962,40.731,42.575,44.009,37.451,40.731,44.009,5.991
PLANT_036,2025-04-25 20:00:00,41.532,37.526,39.083,40.799,42.396,44.06,37.526,40.799,44.06,5.991
PLANT_036,2025-04-25 21:00:00,41.532,37.635,39.108,40.803,42.48,43.942,37.635,40.803,43.942,5.991
PLANT_036,2025-04-25 22:00:00,41.532,37.543,38.951,40.715,42.633,44.129,37.543,40.715,44.129,5.991
PLANT_036,2025-04-25 23:00:00,41.532,37.28,38.965,40.785,42.629,44.206,37.28,40.785,44.206,5.991
PLANT_036,2025-04-26 00:00:00,41.532,37.549,39.108,40.939,42.52,44.113,37.549,40.939,44.113,5.991
PLANT_036,2025-04-26 01:00:00,41.532,37.594,39.208,40.853,42.497,44.242,37.594,40.853,44.242,5.991
PLANT_036,2025-04-26 02:00:00,41.532,37.712,39.241,40.815,42.47,44.033,37.712,40.815,44.033,5.991
PLANT_036,2025-04-26 03:00:00,41.533,37.68,39.128,41.013,42.747,44.223,37.68,41.013,44.223,5.991
PLANT_036,2025-04-26 04:00:00,41.533,37.411,39.034,40.874,42.691,44.291,37.411,40.874,44.291,5.991
PLANT_036,2025-04-26 05:00:00,41.533,37.447,39.125,40.828,42.531,44.005,37.447,40.828,44.005,5.991
PLANT_036,2025-04-26 06:00:00,41.532,37.602,39.315,40.921,42.605,43.971,37.602,40.921,43.971,5.991
PLANT_036,2025-04-26 07:00:00,41.532,37.604,39.235,41.013,42.712,44.254,37.604,41.013,44.254,5.991
PLANT_036,2025-04-26 08:00:00,41.532,37.814,39.255,40.934,42.571,44.186,37.814,40.934,44.186,5.991
PLANT_036,2025-04-26 09:00:00,41.532,37.934,39.324,40.914,42.419,44.094,37.934,40.914,44.094,5.991
PLANT_036,2025-04-26 10:00:00,41.533,37.681,39.288,40.973,42.548,44.303,37.681,40.973,44.303,5.991
PLANT_036,2025-04-26 11:00:00,41.532,37.64,39.286,40.847,42.525,44.146,37.64,40.847,44.146,5.991
PLANT_036,2025-04-26 12:00:00,41.532,37.579,39.283,41.014,42.78,44.038,37.579,41.014,44.038,5.991
PLANT_036,2025-04-26 13:00:00,41.533,37.75,39.216,40.895,42.561,44.097,37.75,40.895,44.097,5.991
PLANT_036,2025-04-26 14:00:00,41.533,37.444,39.179,40.784,42.681,44.038,37.444,40.784,44.038,5.991
PLANT_036,2025-04-26 15:00:00,41.533,37.724,39.291,40.937,42.805,44.376,37.724,40.937,44.376,5.991
PLANT_036,2025-04-26 16:00:00,41.533,37.589,39.133,40.833,42.69,44.393,37.589,40.833,44.393,5.991
PLANT_036,2025-04-26 17:00:00,41.533,37.634,39.342,40.979,42.526,44.071,37.634,40.979,44.071,5.991
PLANT_036,2025-04-26 18:00:00,41.532,37.686,39.256,40.924,42.599,44.027,37.686,40.924,44.027,5.991
PLANT_036,2025-04-26 19:00:00,41.532,37.825,39.217,40.923,42.507,44.208,37.825,40.923,44.208,5.991
PLANT_036,2025-04-26 20:00:00,41.532,37.944,39.239,40.84,42.635,44.219,37.944,40.84,44.219,5.991
PLANT_036,2025-04-26 21:00:00,41.532,37.907,39.446,41.032,42.649,44.026,37.907,41.032,44.026,5.991
PLANT_036,2025-04-26 22:00:00,41.532,37.857,39.237,40.927,42.683,44.246,37.857,40.927,44.246,5.991
PLANT_036,2025-04-26 23:00:00,41.532,37.838,39.334,41.106,42.672,44.238,37.838,41.106,44.238,5.991
PLANT_036,2025-04-27 00:00:00,41.532,37.749,39.369,41.011,42.685,44.225,37.749,41.011,44.225,5.991
PLANT_038,2025-04-24 01:00:00,53.944,39.343,45.553,53.319,60.63,67.393,39.343,53.319,67.393,11.346
PLANT_038,2025-04-24 02:00:00,54.358,43.136,47.738,53.75,59.017,64.714,43.136,53.75,64.714,11.359
PLANT_038,2025-04-24 03:00:00,53.804,44.236,48.286,53.086,57.722,62.111,44.236,53.086,62.111,11.342
PLANT_038,2025-04-24 04:00:00,54.392,46.302,49.642,53.449,57.669,61.56,46.302,53.449,61.56,11.36
PLANT_038,2025-04-24 05:00:00,53.945,46.31,49.554,53.307,57.005,59.956,46.31,53.307,59.956,11.346
PLANT_038,2025-04-24 06:00:00,53.835,46.499,49.511,53.217,56.687,59.412,46.499,53.217,59.412,11.343
PLANT_038,2025-04-24 07:00:00,53.928,46.578,49.898,53.371,56.736,59.469,46.578,53.371,59.469,11.346
PLANT_038,2025-04-24 08:00:00,53.312,46.513,49.406,52.582,55.872,58.92,46.513,52.582,58.92,11.327
PLANT_038,2025-04-24 09:00:00,53.349,46.453,49.303,52.407,56.157,59.067,46.453,52.407,59.067,11.328
PLANT_038,2025-04-24 10:00:00,54.121,47.317,50.311,53.54,56.873,59.643,47.317,53.54,59.643,11.351
PLANT_038,2025-04-24 11:00:00,54.619,47.499,50.675,53.712,57.392,60.115,47.499,53.712,60.115,11.367
PLANT_038,2025-04-24 12:00:00,55.605,48.52,51.099,54.567,57.904,60.825,48.52,54.567,60.825,11.397
PLANT_038,2025-04-24 13:00:00,56.257,49.204,52.003,55.517,58.907,61.56,49.204,55.517,61.56,11.418
PLANT_038,2025-04-24 14:00:00,55.23,48.177,51.18,54.404,57.677,60.539,48.177,54.404,60.539,11.386
PLANT_038,2025-04-24 15:00:00,55.797,49.078,51.909,55.021,58.189,61.221,49.078,55.021,61.221,11.403
PLANT_038,2025-04-24 16:00:00,56.475,49.981,52.387,55.806,58.891,62.014,49.981,55.806,62.014,11.425
PLANT_038,2025-04-24 17:00:00,56.737,49.753,52.876,55.992,59.3,62.28,49.753,55.992,62.28,11.433
PLANT_038,2025-04-24 18:00:00,56.247,48.865,52.535,55.815,58.884,61.495,48.865,55.815,61.495,11.417
PLANT_038,2025-04-24 19:00:00,55.583,48.911,51.679,54.774,57.87,61.0,48.911,54.774,61.0,11.397
PLANT_038,2025-04-24 20:00:00,57.575,50.434,53.632,57.17,59.959,62.855,50.434,57.17,62.855,11.46
PLANT_038,2025-04-24 21:00:00,56.29,49.072,52.303,55.706,58.725,61.514,49.072,55.706,61.514,11.419
PLANT_038,2025-04-24 22:00:00,58.139,50.944,53.963,57.307,60.197,63.373,50.944,57.307,63.373,11.478
PLANT_038,2025-04-24 23:00:00,57.141,49.898,52.933,56.145,59.234,62.413,49.898,56.145,62.413,11.446
PLANT_038,2025-04-25 00:00:00,52.534,45.691,48.342,51.396,54.914,57.606,45.691,51.396,57.606,11.304
PLANT_038,2025-04-25 01:00:00,52.535,45.739,48.36,51.342,54.813,57.388,45.739,51.342,57.388,11.304
PLANT_038,2025-04-25 02:00:00,52.535,45.573,48.229,51.739,54.688,57.904,45.573,51.739,57.904,11.304
PLANT_038,2025-04-25 03:00:00,52.535,45.383,48.203,51.657,54.931,58.191,45.383,51.657,58.191,11.304
PLANT_038,2025-04-25 04:00:00,52.535,45.974,48.629,51.752,54.776,57.555,45.974,51.752,57.555,11.304
PLANT_038,2025-04-25 05:00:00,52.535,46.126,48.352,51.701,55.0,58.136,46.126,51.701,58.136,11.304
PLANT_038,2025-04-25 06:00:00,52.535,45.891,48.723,51.812,55.09,57.985,45.891,51.812,57.985,11.304
PLANT_038,2025-04-25 07:00:00,52.535,46.134,48.754,51.941,54.783,57.538,46.134,51.941,57.538,11.304
PLANT_038,2025-04-25 08:00:00,52.535,45.48,48.514,51.716,54.848,58.105,45.48,51.716,58.105,11.304
PLANT_038,2025-04-25 09:00:00,52.535,46.025,48.735,51.889,55.179,58.173,46.025,51.889,58.173,11.304
PLANT_038,2025-04-25 10:00:00,52.535,46.072,48.418,51.545,54.606,57.533,46.072,51.545,57.533,11.304
PLANT_038,2025-04-25 11:00:00,52.535,45.487,48.402,51.64,54.68,57.852,45.487,51.64,57.852,11.304
PLANT_038,2025-04-25 12:00:00,52.536,45.395,48.426,51.774,55.009,57.984,45.395,51.774,57.984,11.304
PLANT_038,2025-04-25 13:00:00,52.536,45.728,48.422,51.806,54.97,57.818,45.728,51.806,57.818,11.304
PLANT_038,2025-04-25 14:00:00,52.536,45.521,48.425,51.711,54.865,57.739,45.521,51.711,57.739,11.304
PLANT_038,2025-04-25 15:00:00,52.536,45.443,48.274,51.616,54.678,57.416,45.443,51.616,57.416,11.304
PLANT_038,2025-04-25 16:00:00,52.536,45.464,48.329,51.321,54.601,57.378,45.464,51.321,57.378,11.304
PLANT_038,2025-04-25 17:00:00,52.536,45.537,48.422,51.368,54.909,57.514,45.537,51.368,57.514,11.304
PLANT_038,2025-04-25 18:00:00,52.536,45.463,48.138,51.575,54.872,57.746,45.463,51.575,57.746,11.304
PLANT_038,2025-04-25 19:00:00,52.536,45.223,48.074,51.412,54.892,57.597,45.223,51.412,57.597,11.304
PLANT_038,2025-04-25 20:00:00,52.536,45.364,48.303,51.54,54.554,57.693,45.364,51.54,57.693,11.304
PLANT_038,2025-04-25 21:00:00,52.536,45.571,48.35,51.547,54.712,57.471,45.571,51.547,57.471,11.304
PLANT_038,2025-04-25 22:00:00,52.536,45.397,48.053,51.382,55.001,57.824,45.397,51.382,57.824,11.304
PLANT_038,2025-04-25 23:00:00,52.536,44.9,48.081,51.515,54.993,57.97,44.9,51.515,57.97,11.304
PLANT_038,2025-04-26 00:00:00,52.537,45.41,48.351,51.806,54.788,57.795,45.41,51.806,57.795,11.304
PLANT_038,2025-04-26 01:00:00,52.537,45.493,48.54,51.643,54.746,58.038,45.493,51.643,58.038,11.304
PLANT_038,2025-04-26 02:00:00,52.537,45.717,48.601,51.571,54.694,57.643,45.717,51.571,57.643,11.304
PLANT_038,2025-04-26 03:00:00,52.537,45.654,48.387,51.944,55.215,57.999,45.654,51.944,57.999,11.304
PLANT_038,2025-04-26 04:00:00,52.537,45.148,48.21,51.68,55.11,58.128,45.148,51.68,58.128,11.304
PLANT_038,2025-04-26 05:00:00,52.537,45.214,48.38,51.595,54.808,57.589,45.214,51.595,57.589,11.304
PLANT_038,2025-04-26 06:00:00,52.537,45.508,48.742,51.771,54.95,57.527,45.508,51.771,57.527,11.304
PLANT_038,2025-04-26 07:00:00,52.537,45.513,48.591,51.945,55.151,58.06,45.513,51.945,58.06,11.304
PLANT_038,2025-04-26 08:00:00,52.537,45.909,48.628,51.797,54.885,57.932,45.909,51.797,57.932,11.304
PLANT_038,2025-04-26 09:00:00,52.538,46.137,48.759,51.76,54.6,57.759,46.137,51.76,57.759,11.304
PLANT_038,2025-04-26 10:00:00,52.538,45.658,48.69,51.87,54.84,58.151,45.658,51.87,58.151,11.304
PLANT_038,2025-04-26 11:00:00,52.537,45.581,48.687,51.632,54.799,57.856,45.581,51.632,57.856,11.304
PLANT_038,2025-04-26 12:00:00,52.537,45.466,48.681,51.946,55.279,57.654,45.466,51.946,57.654,11.304
PLANT_038,2025-04-26 13:00:00,52.537,45.787,48.552,51.721,54.864,57.763,45.787,51.721,57.763,11.304
PLANT_038,2025-04-26 14:00:00,52.537,45.209,48.483,51.512,55.09,57.651,45.209,51.512,57.651,11.304
PLANT_038,2025-04-26 15:00:00,52.537,45.737,48.693,51.799,55.324,58.288,45.737,51.799,58.288,11.304
PLANT_038,2025-04-26 16:00:00,52.537,45.483,48.395,51.603,55.108,58.32,45.483,51.603,58.32,11.304
PLANT_038,2025-04-26 17:00:00,52.537,45.568,48.79,51.878,54.799,57.713,45.568,51.878,57.713,11.304
PLANT_038,2025-04-26 18:00:00,52.536,45.667,48.629,51.776,54.937,57.632,45.667,51.776,57.632,11.304
PLANT_038,2025-04-26 19:00:00,52.536,45.929,48.555,51.774,54.763,57.972,45.929,51.774,57.972,11.304
PLANT_038,2025-04-26 20:00:00,52.536,46.154,48.598,51.617,55.005,57.994,46.154,51.617,57.994,11.304
PLANT_038,2025-04-26 21:00:00,52.536,46.083,48.988,51.98,55.031,57.629,46.083,51.98,57.629,11.304
PLANT_038,2025-04-26 22:00:00,52.536,45.99,48.594,51.782,55.096,58.044,45.99,51.782,58.044,11.304
PLANT_038,2025-04-26 23:00:00,52.536,45.953,48.777,52.12,55.074,58.029,45.953,52.12,58.029,11.304
PLANT_038,2025-04-27 00:00:00,52.536,45.785,48.842,51.941,55.099,58.004,45.785,51.941,58.004,11.304
PLANT_040,2025-04-24 01:00:00,35.025,25.584,29.598,34.618,39.345,43.717,25.584,34.618,43.717,7.335
PLANT_040,2025-04-24 02:00:00,34.983,27.739,30.71,34.592,37.993,41.671,27.739,34.592,41.671,7.334
PLANT_040,2025-04-24 03:00:00,34.879,28.693,31.311,34.413,37.41,40.247,28.693,34.413,40.247,7.331
PLANT_040,2025-04-24 04:00:00,35.081,29.857,32.014,34.472,37.198,39.711,29.857,34.472,39.711,7.337
PLANT_040,2025-04-24 05:00:00,34.942,30.006,32.103,34.529,36.919,38.825,30.006,34.529,38.825,7.333
PLANT_040,2025-04-24 06:00:00,34.593,29.86,31.804,34.197,36.436,38.196,29.86,34.197,38.196,7.322
PLANT_040,2025-04-24 07:00:00,35.073,30.317,32.464,34.71,36.886,38.653,30.317,34.71,38.653,7.337
PLANT_040,2025-04-24 08:00:00,35.124,30.71,32.585,34.643,36.774,38.748,30.71,34.643,38.748,7.338
PLANT_040,2025-04-24 09:00:00,35.036,30.563,32.409,34.419,36.847,38.731,30.563,34.419,38.731,7.335
PLANT_040,2025-04-24 10:00:00,34.955,30.559,32.494,34.58,36.733,38.523,30.559,34.58,38.523,7.333
PLANT_040,2025-04-24 11:00:00,35.205,30.608,32.659,34.62,36.997,38.755,30.608,34.62,38.755,7.341
PLANT_040,2025-04-24 12:00:00,35.322,30.764,32.426,34.661,36.811,38.694,30.764,34.661,38.694,7.344
PLANT_040,2025-04-24 13:00:00,35.173,30.654,32.453,34.712,36.892,38.597,30.654,34.712,38.597,7.34
PLANT_040,2025-04-24 14:00:00,35.328,30.783,32.72,34.8,36.911,38.757,30.783,34.8,38.757,7.344
PLANT_040,2025-04-24 15:00:00,35.393,31.072,32.897,34.901,36.942,38.895,31.072,34.901,38.895,7.346
PLANT_040,2025-04-24 16:00:00,35.395,31.233,32.78,34.979,36.962,38.971,31.233,34.979,38.971,7.346
PLANT_040,2025-04-24 17:00:00,35.044,30.584,32.587,34.587,36.709,38.621,30.584,34.587,38.621,7.336
PLANT_040,2025-04-24 18:00:00,34.479,29.771,32.124,34.226,36.193,37.866,29.771,34.226,37.866,7.319
PLANT_040,2025-04-24 19:00:00,33.553,29.315,31.085,33.066,35.046,37.049,29.315,33.066,37.049,7.291
PLANT_040,2025-04-24 20:00:00,33.183,28.697,30.729,32.976,34.748,36.588,28.697,32.976,36.588,7.28
PLANT_040,2025-04-24 21:00:00,34.715,30.105,32.178,34.361,36.298,38.087,30.105,34.361,38.087,7.326
PLANT_040,2025-04-24 22:00:00,36.485,31.872,33.813,35.964,37.822,39.864,31.872,35.964,39.864,7.38
PLANT_040,2025-04-24 23:00:00,39.301,34.542,36.524,38.621,40.638,42.713,34.542,38.621,42.713,7.472
PLANT_040,2025-04-25 00:00:00,35.985,31.5,33.227,35.217,37.509,39.263,31.5,35.217,39.263,7.365
PLANT_040,2025-04-25 01:00:00,35.985,31.531,33.239,35.181,37.443,39.121,31.531,35.181,39.121,7.365
PLANT_040,2025-04-25 02:00:00,35.985,31.422,33.153,35.44,37.361,39.457,31.422,35.44,39.457,7.365
PLANT_040,2025-04-25 03:00:00,35.985,31.299,33.136,35.387,37.52,39.644,31.299,35.387,39.644,7.365
PLANT_040,2025-04-25 04:00:00,35.985,31.684,33.414,35.448,37.419,39.229,31.684,35.448,39.229,7.365
PLANT_040,2025-04-25 05:00:00,35.985,31.783,33.233,35.416,37.565,39.608,31.783,35.416,39.608,7.365
PLANT_040,2025-04-25 06:00:00,35.985,31.63,33.475,35.488,37.623,39.51,31.63,35.488,39.51,7.365
PLANT_040,2025-04-25 07:00:00,35.985,31.788,33.495,35.572,37.423,39.218,31.788,35.572,39.218,7.365
PLANT_040,2025-04-25 08:00:00,35.985,31.362,33.339,35.425,37.465,39.588,31.362,35.425,39.588,7.365
PLANT_040,2025-04-25 09:00:00,35.985,31.717,33.483,35.538,37.681,39.632,31.717,35.538,39.632,7.365
PLANT_040,2025-04-25 10:00:00,35.985,31.748,33.276,35.314,37.308,39.215,31.748,35.314,39.215,7.365
PLANT_040,2025-04-25 11:00:00,35.984,31.366,33.265,35.374,37.355,39.422,31.366,35.374,39.422,7.365
PLANT_040,2025-04-25 12:00:00,35.984,31.305,33.28,35.461,37.569,39.507,31.305,35.461,39.507,7.365
PLANT_040,2025-04-25 13:00:00,35.984,31.522,33.277,35.482,37.543,39.399,31.522,35.482,39.399,7.365
PLANT_040,2025-04-25 14:00:00,35.984,31.387,33.279,35.42,37.475,39.348,31.387,35.42,39.348,7.365
PLANT_040,2025-04-25 15:00:00,35.984,31.336,33.181,35.358,37.353,39.137,31.336,35.358,39.137,7.365
PLANT_040,2025-04-25 16:00:00,35.984,31.35,33.217,35.166,37.303,39.112,31.35,35.166,39.112,7.365
PLANT_040,2025-04-25 17:00:00,35.984,31.398,33.277,35.196,37.504,39.201,31.398,35.196,39.201,7.365
PLANT_040,2025-04-25 18:00:00,35.984,31.35,33.092,35.331,37.479,39.352,31.35,35.331,39.352,7.365
PLANT_040,2025-04-25 19:00:00,35.984,31.193,33.051,35.226,37.493,39.255,31.193,35.226,39.255,7.365
PLANT_040,2025-04-25 20:00:00,35.984,31.285,33.2,35.308,37.273,39.318,31.285,35.308,39.318,7.365
PLANT_040,2025-04-25 21:00:00,35.984,31.42,33.231,35.313,37.375,39.173,31.42,35.313,39.173,7.365
PLANT_040,2025-04-25 22:00:00,35.984,31.306,33.037,35.206,37.564,39.403,31.306,35.206,39.403,7.365
PLANT_040,2025-04-25 23:00:00,35.984,30.983,33.055,35.292,37.558,39.498,30.983,35.292,39.498,7.365
PLANT_040,2025-04-26 00:00:00,35.984,31.314,33.231,35.481,37.424,39.383,31.314,35.481,39.383,7.365
PLANT_040,2025-04-26 01:00:00,35.984,31.369,33.353,35.375,37.397,39.542,31.369,35.375,39.542,7.365
PLANT_040,2025-04-26 02:00:00,35.984,31.514,33.393,35.328,37.363,39.284,31.514,35.328,39.284,7.365
PLANT_040,2025-04-26 03:00:00,35.984,31.473,33.254,35.571,37.702,39.517,31.473,35.571,39.517,7.365
PLANT_040,2025-04-26 04:00:00,35.984,31.143,33.138,35.4,37.634,39.6,31.143,35.4,39.6,7.365
