plant_id,timestamp,forecast_mw,p10,p25,p50,p75,p90,scenario_worst,scenario_base,scenario_best,sigma_total
PLANT_018,2025-04-25 08:00:00,0.086,0.0,0.0,0.073,1.249,2.472,0.0,0.073,2.472,4.244
PLANT_018,2025-04-25 09:00:00,0.097,0.0,0.0,0.149,1.384,2.508,0.0,0.149,2.508,4.244
PLANT_018,2025-04-25 10:00:00,0.119,0.0,0.0,0.042,1.191,2.29,0.0,0.042,2.29,4.244
PLANT_018,2025-04-25 11:00:00,0.116,0.0,0.0,0.074,1.216,2.407,0.0,0.074,2.407,4.244
PLANT_018,2025-04-25 12:00:00,0.096,0.0,0.0,0.104,1.319,2.436,0.0,0.104,2.436,4.244
PLANT_018,2025-04-25 13:00:00,0.091,0.0,0.0,0.111,1.299,2.369,0.0,0.111,2.369,4.244
PLANT_018,2025-04-25 14:00:00,0.084,0.0,0.0,0.069,1.253,2.332,0.0,0.069,2.332,4.244
PLANT_018,2025-04-25 15:00:00,0.045,0.0,0.0,0.0,1.145,2.173,0.0,0.0,2.173,4.244
PLANT_018,2025-04-25 16:00:00,0.029,0.0,0.0,0.0,1.1,2.142,0.0,0.0,2.142,4.244
PLANT_018,2025-04-25 17:00:00,0.0,0.0,0.0,0.0,1.187,2.165,0.0,0.0,2.165,4.244
PLANT_018,2025-04-25 18:00:00,0.0,0.0,0.0,0.0,1.173,2.252,0.0,0.0,2.252,4.244
PLANT_018,2025-04-25 19:00:00,0.0,0.0,0.0,0.0,1.181,2.196,0.0,0.0,2.196,4.244
PLANT_018,2025-04-25 20:00:00,0.0,0.0,0.0,0.0,1.054,2.232,0.0,0.0,2.232,4.244
PLANT_018,2025-04-25 21:00:00,0.003,0.0,0.0,0.0,1.116,2.152,0.0,0.0,2.152,4.244
PLANT_018,2025-04-25 22:00:00,0.018,0.0,0.0,0.0,1.239,2.299,0.0,0.0,2.299,4.244
PLANT_018,2025-04-25 23:00:00,0.031,0.0,0.0,0.0,1.249,2.367,0.0,0.0,2.367,4.244
PLANT_018,2025-04-26 00:00:00,0.025,0.0,0.0,0.046,1.166,2.295,0.0,0.046,2.295,4.244
PLANT_018,2025-04-26 01:00:00,0.021,0.0,0.0,0.0,1.146,2.382,0.0,0.0,2.382,4.244
PLANT_018,2025-04-26 02:00:00,0.03,0.0,0.0,0.0,1.135,2.243,0.0,0.0,2.243,4.244
PLANT_018,2025-04-26 03:00:00,0.035,0.0,0.0,0.108,1.336,2.381,0.0,0.108,2.381,4.244
PLANT_018,2025-04-26 04:00:00,0.037,0.0,0.0,0.011,1.299,2.432,0.0,0.011,2.432,4.244
PLANT_018,2025-04-26 05:00:00,0.033,0.0,0.0,0.0,1.181,2.225,0.0,0.0,2.225,4.244
PLANT_018,2025-04-26 06:00:00,0.027,0.0,0.0,0.035,1.228,2.196,0.0,0.035,2.196,4.244
PLANT_018,2025-04-26 07:00:00,0.065,0.0,0.0,0.137,1.341,2.434,0.0,0.137,2.434,4.244
PLANT_018,2025-04-26 08:00:00,0.091,0.0,0.0,0.108,1.267,2.411,0.0,0.108,2.411,4.244
PLANT_018,2025-04-26 09:00:00,0.115,0.0,0.0,0.117,1.183,2.369,0.0,0.117,2.369,4.244
PLANT_018,2025-04-26 10:00:00,0.115,0.0,0.0,0.158,1.274,2.517,0.0,0.158,2.517,4.244
PLANT_018,2025-04-26 11:00:00,0.114,0.0,0.0,0.068,1.257,2.405,0.0,0.068,2.405,4.244
PLANT_018,2025-04-26 12:00:00,0.109,0.0,0.0,0.181,1.433,2.325,0.0,0.181,2.325,4.244
PLANT_018,2025-04-26 13:00:00,0.086,0.0,0.0,0.074,1.254,2.343,0.0,0.074,2.343,4.244
PLANT_018,2025-04-26 14:00:00,0.08,0.0,0.0,0.0,1.333,2.295,0.0,0.0,2.295,4.244
PLANT_018,2025-04-26 15:00:00,0.06,0.0,0.0,0.078,1.402,2.515,0.0,0.078,2.515,4.244
PLANT_018,2025-04-26 16:00:00,0.027,0.0,0.0,0.0,1.288,2.494,0.0,0.0,2.494,4.244
PLANT_018,2025-04-26 17:00:00,0.0,0.0,0.0,0.049,1.145,2.24,0.0,0.049,2.24,4.244
PLANT_018,2025-04-26 18:00:00,0.0,0.0,0.0,0.011,1.198,2.209,0.0,0.011,2.209,4.244
PLANT_018,2025-04-26 19:00:00,0.0,0.0,0.0,0.01,1.132,2.337,0.0,0.01,2.337,4.244
PLANT_018,2025-04-26 20:00:00,0.0,0.0,0.0,0.0,1.223,2.345,0.0,0.0,2.345,4.244
PLANT_018,2025-04-26 21:00:00,0.0,0.0,0.0,0.087,1.233,2.208,0.0,0.087,2.208,4.244
PLANT_018,2025-04-26 22:00:00,0.014,0.0,0.0,0.026,1.271,2.378,0.0,0.026,2.378,4.244
PLANT_018,2025-04-26 23:00:00,0.027,0.0,0.0,0.166,1.276,2.385,0.0,0.166,2.385,4.244
PLANT_018,2025-04-27 00:00:00,0.021,0.0,0.0,0.093,1.279,2.37,0.0,0.093,2.37,4.244
PLANT_026,2025-04-24 01:00:00,2.567,0.674,1.509,2.553,3.536,4.445,0.674,2.553,4.445,1.525
PLANT_026,2025-04-24 02:00:00,2.689,1.25,1.868,2.677,3.384,4.15,1.25,2.677,4.15,1.527
PLANT_026,2025-04-24 03:00:00,2.82,1.597,2.143,2.79,3.414,4.006,1.597,2.79,4.006,1.528
PLANT_026,2025-04-24 04:00:00,2.961,1.937,2.387,2.899,3.468,3.992,1.937,2.899,3.992,1.53
PLANT_026,2025-04-24 05:00:00,3.114,2.146,2.584,3.09,3.59,3.988,2.146,3.09,3.988,1.532
PLANT_026,2025-04-24 06:00:00,3.285,2.353,2.76,3.261,3.731,4.099,2.353,3.261,4.099,1.534
PLANT_026,2025-04-24 07:00:00,3.511,2.572,3.022,3.492,3.948,4.319,2.572,3.492,4.319,1.537
PLANT_026,2025-04-24 08:00:00,3.665,2.795,3.188,3.62,4.067,4.481,2.795,3.62,4.481,1.54
PLANT_026,2025-04-24 09:00:00,3.617,2.735,3.122,3.543,4.053,4.448,2.735,3.543,4.448,1.539
PLANT_026,2025-04-24 10:00:00,3.528,2.663,3.069,3.506,3.958,4.333,2.663,3.506,4.333,1.538
PLANT_026,2025-04-24 11:00:00,3.255,2.356,2.785,3.194,3.691,4.058,2.356,3.194,4.058,1.534
PLANT_026,2025-04-24 12:00:00,2.897,2.015,2.361,2.826,3.274,3.666,2.015,2.826,3.666,1.529
PLANT_026,2025-04-24 13:00:00,2.404,1.539,1.913,2.382,2.834,3.188,1.539,2.382,3.188,1.524
PLANT_026,2025-04-24 14:00:00,1.963,1.103,1.504,1.934,2.371,2.753,1.103,1.934,2.753,1.52
PLANT_026,2025-04-24 15:00:00,1.221,0.421,0.797,1.211,1.632,2.034,0.421,1.211,2.034,1.515
PLANT_026,2025-04-24 16:00:00,0.569,0.0,0.131,0.584,0.992,1.406,0.0,0.584,1.406,1.512
PLANT_026,2025-04-24 17:00:00,0.133,0.0,0.0,0.145,0.582,0.976,0.0,0.145,0.976,1.512
PLANT_026,2025-04-24 18:00:00,0.0,0.0,0.0,0.055,0.461,0.806,0.0,0.055,0.806,1.511
PLANT_026,2025-04-24 19:00:00,0.0,0.0,0.0,0.003,0.414,0.829,0.0,0.003,0.829,1.511
PLANT_026,2025-04-24 20:00:00,0.0,0.0,0.0,0.06,0.428,0.81,0.0,0.06,0.81,1.511
PLANT_026,2025-04-24 21:00:00,0.0,0.0,0.0,0.034,0.434,0.803,0.0,0.034,0.803,1.511
PLANT_026,2025-04-24 22:00:00,0.0,0.0,0.0,0.005,0.386,0.804,0.0,0.005,0.804,1.511
PLANT_026,2025-04-24 23:00:00,0.0,0.0,0.0,0.0,0.39,0.809,0.0,0.0,0.809,1.511
PLANT_026,2025-04-25 00:00:00,0.0,0.0,0.0,0.0,0.424,0.784,0.0,0.0,0.784,1.511
PLANT_026,2025-04-25 01:00:00,0.0,0.0,0.0,0.0,0.41,0.754,0.0,0.0,0.754,1.511
PLANT_026,2025-04-25 02:00:00,0.0,0.0,0.0,0.0,0.393,0.823,0.0,0.0,0.823,1.511
PLANT_026,2025-04-25 03:00:00,0.0,0.0,0.0,0.0,0.426,0.862,0.0,0.0,0.862,1.511
PLANT_026,2025-04-25 04:00:00,0.0,0.0,0.0,0.001,0.405,0.777,0.0,0.001,0.777,1.511
PLANT_026,2025-04-25 05:00:00,0.0,0.0,0.0,0.0,0.435,0.854,0.0,0.0,0.854,1.511
PLANT_026,2025-04-25 06:00:00,0.0,0.0,0.0,0.009,0.447,0.834,0.0,0.009,0.834,1.511
PLANT_026,2025-04-25 07:00:00,0.0,0.0,0.0,0.026,0.406,0.774,0.0,0.026,0.774,1.511
PLANT_026,2025-04-25 08:00:00,0.0,0.0,0.0,0.0,0.415,0.85,0.0,0.0,0.85,1.511
PLANT_026,2025-04-25 09:00:00,0.021,0.0,0.0,0.04,0.48,0.88,0.0,0.04,0.88,1.511
PLANT_026,2025-04-25 10:00:00,0.038,0.0,0.0,0.01,0.42,0.811,0.0,0.01,0.811,1.511
PLANT_026,2025-04-25 11:00:00,0.02,0.0,0.0,0.005,0.412,0.836,0.0,0.005,0.836,1.511
PLANT_026,2025-04-25 12:00:00,0.028,0.0,0.0,0.031,0.464,0.861,0.0,0.031,0.861,1.511
PLANT_026,2025-04-25 13:00:00,0.007,0.0,0.0,0.015,0.438,0.819,0.0,0.015,0.819,1.511
PLANT_026,2025-04-25 14:00:00,0.0,0.0,0.0,0.0,0.417,0.801,0.0,0.0,0.801,1.511
PLANT_026,2025-04-25 15:00:00,0.0,0.0,0.0,0.0,0.392,0.758,0.0,0.0,0.758,1.511
PLANT_026,2025-04-25 16:00:00,0.0,0.0,0.0,0.0,0.381,0.753,0.0,0.0,0.753,1.511
PLANT_026,2025-04-25 17:00:00,0.0,0.0,0.0,0.0,0.423,0.771,0.0,0.0,0.771,1.511
PLANT_026,2025-04-25 18:00:00,0.0,0.0,0.0,0.0,0.418,0.802,0.0,0.0,0.802,1.511
PLANT_026,2025-04-25 19:00:00,0.0,0.0,0.0,0.0,0.42,0.782,0.0,0.0,0.782,1.511
PLANT_026,2025-04-25 20:00:00,0.0,0.0,0.0,0.0,0.375,0.795,0.0,0.0,0.795,1.511
PLANT_026,2025-04-25 21:00:00,0.0,0.0,0.0,0.0,0.396,0.765,0.0,0.0,0.765,1.511
PLANT_026,2025-04-25 22:00:00,0.0,0.0,0.0,0.0,0.435,0.812,0.0,0.0,0.812,1.511
PLANT_026,2025-04-25 23:00:00,0.0,0.0,0.0,0.0,0.434,0.832,0.0,0.0,0.832,1.511
PLANT_026,2025-04-26 00:00:00,0.0,0.0,0.0,0.008,0.406,0.808,0.0,0.008,0.808,1.511
PLANT_026,2025-04-26 01:00:00,0.0,0.0,0.0,0.0,0.401,0.841,0.0,0.0,0.841,1.511
PLANT_026,2025-04-26 02:00:00,0.0,0.0,0.0,0.0,0.394,0.788,0.0,0.0,0.788,1.511
PLANT_026,2025-04-26 03:00:00,0.0,0.0,0.0,0.026,0.463,0.836,0.0,0.026,0.836,1.511
PLANT_026,2025-04-26 04:00:00,0.0,0.0,0.0,0.0,0.449,0.853,0.0,0.0,0.853,1.511
PLANT_026,2025-04-26 05:00:00,0.0,0.0,0.0,0.0,0.409,0.781,0.0,0.0,0.781,1.511
PLANT_026,2025-04-26 06:00:00,0.0,0.0,0.0,0.003,0.428,0.773,0.0,0.003,0.773,1.511
PLANT_026,2025-04-26 07:00:00,0.0,0.0,0.0,0.026,0.455,0.844,0.0,0.026,0.844,1.511
PLANT_026,2025-04-26 08:00:00,0.0,0.0,0.0,0.006,0.419,0.827,0.0,0.006,0.827,1.511
PLANT_026,2025-04-26 09:00:00,0.021,0.0,0.0,0.022,0.402,0.824,0.0,0.022,0.824,1.511
PLANT_026,2025-04-26 10:00:00,0.04,0.0,0.0,0.055,0.453,0.895,0.0,0.055,0.895,1.511
PLANT_026,2025-04-26 11:00:00,0.048,0.0,0.0,0.032,0.455,0.864,0.0,0.032,0.864,1.511
PLANT_026,2025-04-26 12:00:00,0.036,0.0,0.0,0.062,0.507,0.825,0.0,0.062,0.825,1.511
PLANT_026,2025-04-26 13:00:00,0.01,0.0,0.0,0.006,0.426,0.814,0.0,0.006,0.814,1.511
PLANT_026,2025-04-26 14:00:00,0.0,0.0,0.0,0.0,0.447,0.789,0.0,0.0,0.789,1.511
PLANT_026,2025-04-26 15:00:00,0.0,0.0,0.0,0.007,0.478,0.874,0.0,0.007,0.874,1.511
PLANT_026,2025-04-26 16:00:00,0.0,0.0,0.0,0.0,0.449,0.879,0.0,0.0,0.879,1.511
PLANT_026,2025-04-26 17:00:00,0.0,0.0,0.0,0.017,0.408,0.797,0.0,0.017,0.797,1.511
PLANT_026,2025-04-26 18:00:00,0.0,0.0,0.0,0.004,0.426,0.787,0.0,0.004,0.787,1.511
PLANT_026,2025-04-26 19:00:00,0.0,0.0,0.0,0.003,0.403,0.832,0.0,0.003,0.832,1.511
PLANT_026,2025-04-26 20:00:00,0.0,0.0,0.0,0.0,0.435,0.835,0.0,0.0,0.835,1.511
PLANT_026,2025-04-26 21:00:00,0.0,0.0,0.0,0.031,0.439,0.786,0.0,0.031,0.786,1.511
PLANT_026,2025-04-26 22:00:00,0.0,0.0,0.0,0.005,0.448,0.842,0.0,0.005,0.842,1.511
PLANT_026,2025-04-26 23:00:00,0.0,0.0,0.0,0.05,0.445,0.84,0.0,0.05,0.84,1.511
PLANT_026,2025-04-27 00:00:00,0.0,0.0,0.0,0.026,0.448,0.837,0.0,0.026,0.837,1.511
PLANT_028,2025-04-24 01:00:00,13.758,4.744,8.71,13.669,18.339,22.657,4.744,13.669,22.657,7.246
PLANT_028,2025-04-24 02:00:00,14.387,7.526,10.464,14.304,17.667,21.305,7.526,14.304,21.305,7.254
PLANT_028,2025-04-24 03:00:00,15.063,9.227,11.82,14.894,17.863,20.673,9.227,14.894,20.673,7.263
PLANT_028,2025-04-24 04:00:00,15.796,10.902,13.04,15.477,18.179,20.671,10.902,15.477,20.671,7.273
PLANT_028,2025-04-24 05:00:00,16.593,11.962,14.045,16.454,18.828,20.722,11.962,16.454,20.722,7.284
PLANT_028,2025-04-24 06:00:00,17.479,13.017,14.954,17.339,19.571,21.324,13.017,17.339,21.324,7.297
PLANT_028,2025-04-24 07:00:00,18.637,14.14,16.28,18.52,20.69,22.452,14.14,18.52,22.452,7.316
PLANT_028,2025-04-24 08:00:00,19.272,15.103,16.974,19.028,21.156,23.127,15.103,19.028,23.127,7.326
PLANT_028,2025-04-24 09:00:00,19.602,15.363,17.207,19.216,21.643,23.526,15.363,19.216,23.526,7.332
PLANT_028,2025-04-24 10:00:00,18.869,14.722,16.653,18.735,20.884,22.67,14.722,18.735,22.67,7.319
PLANT_028,2025-04-24 11:00:00,17.892,13.575,15.616,17.567,19.932,21.681,13.575,17.567,21.681,7.304
PLANT_028,2025-04-24 12:00:00,15.582,11.361,13.006,15.218,17.347,19.21,11.361,15.218,19.21,7.27
PLANT_028,2025-04-24 13:00:00,12.928,8.799,10.573,12.8,14.949,16.63,8.799,12.8,16.63,7.236
PLANT_028,2025-04-24 14:00:00,9.26,5.185,7.084,9.123,11.193,13.002,5.185,9.123,13.002,7.2
PLANT_028,2025-04-24 15:00:00,5.997,2.204,3.987,5.945,7.939,9.848,2.204,5.945,9.848,7.178
PLANT_028,2025-04-24 16:00:00,4.004,0.4,1.91,4.056,5.991,7.951,0.4,4.056,7.951,7.169
PLANT_028,2025-04-24 17:00:00,1.668,0.0,0.0,1.71,3.782,5.649,0.0,1.71,5.649,7.163
PLANT_028,2025-04-24 18:00:00,0.24,0.0,0.0,0.495,2.42,4.057,0.0,0.495,4.057,7.162
PLANT_028,2025-04-24 19:00:00,0.0,0.0,0.0,0.016,1.961,3.928,0.0,0.016,3.928,7.162
PLANT_028,2025-04-24 20:00:00,0.0,0.0,0.0,0.287,2.03,3.839,0.0,0.287,3.839,7.162
PLANT_028,2025-04-24 21:00:00,0.0,0.0,0.0,0.163,2.057,3.806,0.0,0.163,3.806,7.162
PLANT_028,2025-04-24 22:00:00,0.0,0.0,0.0,0.025,1.828,3.81,0.0,0.025,3.81,7.162
PLANT_028,2025-04-24 23:00:00,0.0,0.0,0.0,0.0,1.846,3.835,0.0,0.0,3.835,7.162
PLANT_028,2025-04-25 00:00:00,0.0,0.0,0.0,0.0,2.007,3.713,0.0,0.0,3.713,7.162
PLANT_028,2025-04-25 01:00:00,0.0,0.0,0.0,0.0,1.943,3.574,0.0,0.0,3.574,7.162
PLANT_028,2025-04-25 02:00:00,0.0,0.0,0.0,0.0,1.863,3.901,0.0,0.0,3.901,7.162
PLANT_028,2025-04-25 03:00:00,0.0,0.0,0.0,0.0,2.017,4.083,0.0,0.0,4.083,7.162
PLANT_028,2025-04-25 04:00:00,0.0,0.0,0.0,0.004,1.919,3.68,0.0,0.004,3.68,7.162
PLANT_028,2025-04-25 05:00:00,0.0,0.0,0.0,0.0,2.061,4.048,0.0,0.0,4.048,7.162
PLANT_028,2025-04-25 06:00:00,0.0,0.0,0.0,0.041,2.118,3.952,0.0,0.041,3.952,7.162
PLANT_028,2025-04-25 07:00:00,0.138,0.0,0.0,0.259,2.059,3.805,0.0,0.259,3.805,7.162
PLANT_028,2025-04-25 08:00:00,0.336,0.0,0.0,0.311,2.296,4.36,0.0,0.311,4.36,7.162
PLANT_028,2025-04-25 09:00:00,0.455,0.0,0.0,0.538,2.623,4.52,0.0,0.538,4.52,7.162
PLANT_028,2025-04-25 10:00:00,0.569,0.0,0.0,0.433,2.372,4.226,0.0,0.433,4.226,7.162
PLANT_028,2025-04-25 11:00:00,0.596,0.0,0.0,0.519,2.446,4.456,0.0,0.519,4.456,7.162
PLANT_028,2025-04-25 12:00:00,0.579,0.0,0.0,0.587,2.636,4.521,0.0,0.587,4.521,7.162
PLANT_028,2025-04-25 13:00:00,0.492,0.0,0.0,0.521,2.526,4.331,0.0,0.521,4.331,7.162
PLANT_028,2025-04-25 14:00:00,0.412,0.0,0.0,0.383,2.381,4.202,0.0,0.383,4.202,7.162
PLANT_028,2025-04-25 15:00:00,0.251,0.0,0.0,0.163,2.104,3.838,0.0,0.163,3.838,7.162
PLANT_028,2025-04-25 16:00:00,0.055,0.0,0.0,0.0,1.862,3.621,0.0,0.0,3.621,7.162
PLANT_028,2025-04-25 17:00:00,0.0,0.0,0.0,0.0,2.003,3.653,0.0,0.0,3.653,7.162
PLANT_028,2025-04-25 18:00:00,0.0,0.0,0.0,0.0,1.979,3.8,0.0,0.0,3.8,7.162
PLANT_028,2025-04-25 19:00:00,0.0,0.0,0.0,0.0,1.992,3.706,0.0,0.0,3.706,7.162
PLANT_028,2025-04-25 20:00:00,0.0,0.0,0.0,0.0,1.778,3.767,0.0,0.0,3.767,7.162
PLANT_028,2025-04-25 21:00:00,0.0,0.0,0.0,0.0,1.878,3.626,0.0,0.0,3.626,7.162
PLANT_028,2025-04-25 22:00:00,0.0,0.0,0.0,0.0,2.061,3.85,0.0,0.0,3.85,7.162
PLANT_028,2025-04-25 23:00:00,0.0,0.0,0.0,0.0,2.056,3.942,0.0,0.0,3.942,7.162
PLANT_028,2025-04-26 00:00:00,0.0,0.0,0.0,0.036,1.926,3.83,0.0,0.036,3.83,7.162
PLANT_028,2025-04-26 01:00:00,0.0,0.0,0.0,0.0,1.899,3.985,0.0,0.0,3.985,7.162
PLANT_028,2025-04-26 02:00:00,0.0,0.0,0.0,0.0,1.866,3.734,0.0,0.0,3.734,7.162
PLANT_028,2025-04-26 03:00:00,0.0,0.0,0.0,0.124,2.196,3.96,0.0,0.124,3.96,7.162
PLANT_028,2025-04-26 04:00:00,0.0,0.0,0.0,0.0,2.13,4.042,0.0,0.0,4.042,7.162
PLANT_028,2025-04-26 05:00:00,0.0,0.0,0.0,0.0,1.938,3.7,0.0,0.0,3.7,7.162
PLANT_028,2025-04-26 06:00:00,0.0,0.0,0.0,0.014,2.028,3.661,0.0,0.014,3.661,7.162
PLANT_028,2025-04-26 07:00:00,0.1,0.0,0.0,0.222,2.254,4.097,0.0,0.222,4.097,7.162
PLANT_028,2025-04-26 08:00:00,0.315,0.0,0.0,0.341,2.297,4.228,0.0,0.341,4.228,7.162
PLANT_028,2025-04-26 09:00:00,0.447,0.0,0.0,0.447,2.246,4.247,0.0,0.447,4.247,7.162
PLANT_028,2025-04-26 10:00:00,0.539,0.0,0.0,0.607,2.489,4.587,0.0,0.607,4.587,7.162
PLANT_028,2025-04-26 11:00:00,0.551,0.0,0.0,0.468,2.475,4.412,0.0,0.468,4.412,7.162
PLANT_028,2025-04-26 12:00:00,0.513,0.0,0.0,0.63,2.742,4.247,0.0,0.63,4.247,7.162
PLANT_028,2025-04-26 13:00:00,0.457,0.0,0.0,0.432,2.424,4.261,0.0,0.432,4.261,7.162
PLANT_028,2025-04-26 14:00:00,0.376,0.0,0.0,0.22,2.487,4.11,0.0,0.22,4.11,7.162
PLANT_028,2025-04-26 15:00:00,0.18,0.0,0.0,0.209,2.443,4.321,0.0,0.209,4.321,7.162
PLANT_028,2025-04-26 16:00:00,0.0,0.0,0.0,0.0,2.128,4.163,0.0,0.0,4.163,7.162
PLANT_028,2025-04-26 17:00:00,0.0,0.0,0.0,0.082,1.932,3.779,0.0,0.082,3.779,7.162
PLANT_028,2025-04-26 18:00:00,0.0,0.0,0.0,0.018,2.021,3.728,0.0,0.018,3.728,7.162
PLANT_028,2025-04-26 19:00:00,0.0,0.0,0.0,0.016,1.911,3.944,0.0,0.016,3.944,7.162
PLANT_028,2025-04-26 20:00:00,0.0,0.0,0.0,0.0,2.063,3.958,0.0,0.0,3.958,7.162
PLANT_028,2025-04-26 21:00:00,0.0,0.0,0.0,0.147,2.08,3.726,0.0,0.147,3.726,7.162
PLANT_028,2025-04-26 22:00:00,0.0,0.0,0.0,0.021,2.121,3.989,0.0,0.021,3.989,7.162
PLANT_028,2025-04-26 23:00:00,0.0,0.0,0.0,0.236,2.107,3.979,0.0,0.236,3.979,7.162
PLANT_028,2025-04-27 00:00:00,0.0,0.0,0.0,0.122,2.123,3.964,0.0,0.122,3.964,7.162
PLANT_030,2025-04-24 01:00:00,3.069,1.037,1.931,3.049,4.102,5.076,1.037,3.049,5.076,1.634
PLANT_030,2025-04-24 02:00:00,3.208,1.662,2.324,3.19,3.948,4.768,1.662,3.19,4.768,1.635
PLANT_030,2025-04-24 03:00:00,3.358,2.043,2.628,3.321,3.99,4.623,2.043,3.321,4.623,1.637
PLANT_030,2025-04-24 04:00:00,3.519,2.416,2.898,3.448,4.057,4.619,2.416,3.448,4.619,1.639
PLANT_030,2025-04-24 05:00:00,3.695,2.652,3.121,3.664,4.2,4.627,2.652,3.664,4.627,1.642
PLANT_030,2025-04-24 06:00:00,3.889,2.884,3.321,3.858,4.361,4.757,2.884,3.858,4.757,1.645
PLANT_030,2025-04-24 07:00:00,4.143,3.13,3.613,4.117,4.607,5.004,3.13,4.117,5.004,1.649
PLANT_030,2025-04-24 08:00:00,4.301,3.362,3.784,4.247,4.726,5.171,3.362,4.247,5.171,1.651
PLANT_030,2025-04-24 09:00:00,4.243,3.291,3.706,4.159,4.705,5.129,3.291,4.159,5.129,1.65
PLANT_030,2025-04-24 10:00:00,3.949,3.021,3.455,3.923,4.406,4.808,3.021,3.923,4.808,1.646
PLANT_030,2025-04-24 11:00:00,3.579,2.616,3.074,3.513,4.044,4.437,2.616,3.513,4.437,1.64
PLANT_030,2025-04-24 12:00:00,2.973,2.033,2.402,2.899,3.377,3.796,2.033,2.899,3.796,1.633
PLANT_030,2025-04-24 13:00:00,2.422,1.501,1.9,2.4,2.883,3.261,1.501,2.4,3.261,1.627
PLANT_030,2025-04-24 14:00:00,1.819,0.905,1.333,1.792,2.258,2.666,0.905,1.792,2.666,1.622
PLANT_030,2025-04-24 15:00:00,1.29,0.436,0.838,1.279,1.729,2.159,0.436,1.279,2.159,1.618
PLANT_030,2025-04-24 16:00:00,0.789,0.0,0.319,0.802,1.239,1.681,0.0,0.802,1.681,1.616
PLANT_030,2025-04-24 17:00:00,0.359,0.0,0.0,0.369,0.836,1.257,0.0,0.369,1.257,1.615
PLANT_030,2025-04-24 18:00:00,0.0,0.0,0.0,0.058,0.492,0.862,0.0,0.058,0.862,1.615
PLANT_030,2025-04-24 19:00:00,0.0,0.0,0.0,0.004,0.442,0.886,0.0,0.004,0.886,1.615
PLANT_030,2025-04-24 20:00:00,0.0,0.0,0.0,0.065,0.458,0.866,0.0,0.065,0.866,1.615
PLANT_030,2025-04-24 21:00:00,0.0,0.0,0.0,0.037,0.464,0.858,0.0,0.037,0.858,1.615
PLANT_030,2025-04-24 22:00:00,0.0,0.0,0.0,0.006,0.412,0.859,0.0,0.006,0.859,1.615
PLANT_030,2025-04-24 23:00:00,0.0,0.0,0.0,0.0,0.416,0.865,0.0,0.0,0.865,1.615
PLANT_030,2025-04-25 00:00:00,0.0,0.0,0.0,0.0,0.453,0.837,0.0,0.0,0.837,1.615
PLANT_030,2025-04-25 01:00:00,0.0,0.0,0.0,0.0,0.438,0.806,0.0,0.0,0.806,1.615
PLANT_030,2025-04-25 02:00:00,0.0,0.0,0.0,0.0,0.42,0.88,0.0,0.0,0.88,1.615
PLANT_030,2025-04-25 03:00:00,0.0,0.0,0.0,0.0,0.455,0.921,0.0,0.0,0.921,1.615
PLANT_030,2025-04-25 04:00:00,0.0,0.0,0.0,0.001,0.433,0.83,0.0,0.001,0.83,1.615
PLANT_030,2025-04-25 05:00:00,0.0,0.0,0.0,0.0,0.465,0.913,0.0,0.0,0.913,1.615
PLANT_030,2025-04-25 06:00:00,0.0,0.0,0.0,0.009,0.478,0.891,0.0,0.009,0.891,1.615
PLANT_030,2025-04-25 07:00:00,0.039,0.0,0.0,0.066,0.472,0.866,0.0,0.066,0.866,1.615
PLANT_030,2025-04-25 08:00:00,0.064,0.0,0.0,0.059,0.506,0.972,0.0,0.059,0.972,1.615
PLANT_030,2025-04-25 09:00:00,0.092,0.0,0.0,0.111,0.581,1.009,0.0,0.111,1.009,1.615
PLANT_030,2025-04-25 10:00:00,0.079,0.0,0.0,0.049,0.486,0.905,0.0,0.049,0.905,1.615
PLANT_030,2025-04-25 11:00:00,0.077,0.0,0.0,0.06,0.495,0.948,0.0,0.06,0.948,1.615
PLANT_030,2025-04-25 12:00:00,0.073,0.0,0.0,0.076,0.538,0.963,0.0,0.076,0.963,1.615
PLANT_030,2025-04-25 13:00:00,0.058,0.0,0.0,0.065,0.517,0.925,0.0,0.065,0.925,1.615
PLANT_030,2025-04-25 14:00:00,0.041,0.0,0.0,0.035,0.486,0.896,0.0,0.035,0.896,1.615
PLANT_030,2025-04-25 15:00:00,0.03,0.0,0.0,0.011,0.448,0.839,0.0,0.011,0.839,1.615
PLANT_030,2025-04-25 16:00:00,0.011,0.0,0.0,0.0,0.418,0.815,0.0,0.0,0.815,1.615
PLANT_030,2025-04-25 17:00:00,0.0,0.0,0.0,0.0,0.452,0.824,0.0,0.0,0.824,1.615
PLANT_030,2025-04-25 18:00:00,0.0,0.0,0.0,0.0,0.446,0.857,0.0,0.0,0.857,1.615
PLANT_030,2025-04-25 19:00:00,0.0,0.0,0.0,0.0,0.449,0.836,0.0,0.0,0.836,1.615
PLANT_030,2025-04-25 20:00:00,0.0,0.0,0.0,0.0,0.401,0.849,0.0,0.0,0.849,1.615
PLANT_030,2025-04-25 21:00:00,0.0,0.0,0.0,0.0,0.424,0.818,0.0,0.0,0.818,1.615
PLANT_030,2025-04-25 22:00:00,0.0,0.0,0.0,0.0,0.465,0.868,0.0,0.0,0.868,1.615
PLANT_030,2025-04-25 23:00:00,0.0,0.0,0.0,0.0,0.464,0.889,0.0,0.0,0.889,1.615
